id	label	description	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
159	ceccanti m. (2016)	"<table><tr><td>Authors:</td><td>ceccanti m.; coccurello r.; carito v.; ciafrè s.; ferraguti g.; giacovazzo g.; mancinelli r.; tirassa p.; chaldakov g.n.; pascale e.; ceccanti m.; codazzo c.; fiore m.</td></tr><tr><td>Title:</td><td>paternal alcohol exposure in mice alters brain ngf and bdnf and increases ethanol-elicited preference in male offspring</td></tr><tr><td>Source:</td><td>addiction biology, 21(4), 776-787</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1111/adb.12255	0.6482	0.0945	1	52	21	13	0.6197	2016	13	0.6197
160	white s.l. (2016)	"<table><tr><td>Authors:</td><td>white s.l.; vassoler f.m.; schmidt h.d.; pierce r.c.; wimmer m.e.</td></tr><tr><td>Title:</td><td>enhanced anxiety in the male offspring of sires that self-administered cocaine</td></tr><tr><td>Source:</td><td>addiction biology, 21(4), 802-810</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1111/adb.12258	-0.6533	-0.1466	1	43	12	13	0.6197	2016	13	0.6197
161	nieto s.j. (2016)	"<table><tr><td>Authors:</td><td>nieto s.j.; patriquin m.a.; nielsen d.a.; kosten t.a.</td></tr><tr><td>Title:</td><td>don't worry; be informed about the epigenetics of anxiety</td></tr><tr><td>Source:</td><td>pharmacology biochemistry and behavior, 146-147, 60-72</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.pbb.2016.05.006	-0.0933	0.0851	1	117	36	9	0.429	2016	9	0.429
162	guillaume a.s. (2016)	"<table><tr><td>Authors:</td><td>guillaume a.s.; monro k.; marshall d.j.</td></tr><tr><td>Title:</td><td>transgenerational plasticity and environmental stress: do paternal effects act as a conduit or a buffer?</td></tr><tr><td>Source:</td><td>functional ecology, 30(7), 1175-1184</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1111/1365-2435.12604	-0.5457	0.5591	3	79	41.7143	27	1.2871	2016	27	1.2871
163	fontelles c.c. (2016a)	"<table><tr><td>Authors:</td><td>fontelles c.c.; carney e.; clarke j.; nguyen n.m.; yin c.; jin l.; cruz m.i.; ong t.p.; hilakivi-clarke l.; de assis s.</td></tr><tr><td>Title:</td><td>paternal overweight is associated with increased breast cancer risk in daughters in a mouse model</td></tr><tr><td>Source:</td><td>scientific reports, 6</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1038/srep28602	0.0415	-0.2369	1	205	49	11	0.5244	2016	11	0.5244
164	rompala g.r. (2016)	"<table><tr><td>Authors:</td><td>rompala g.r.; finegersh a.; homanics g.e.</td></tr><tr><td>Title:</td><td>paternal preconception ethanol exposure blunts hypothalamic-pituitary-adrenal axis responsivity and stress-induced excessive fluid intake in male mice</td></tr><tr><td>Source:</td><td>alcohol, 53, 19-25</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.alcohol.2016.03.006	0.1372	-0.0637	1	139	26	14	0.6674	2016	14	0.6674
165	loche e. (2016)	"<table><tr><td>Authors:</td><td>loche e.; ozanne s.e.</td></tr><tr><td>Title:</td><td>non-genetic transmission of obesity - it's in your epigenes</td></tr><tr><td>Source:</td><td>trends in endocrinology and metabolism, 27(6), 349-350</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.tem.2016.04.003	-0.1397	-0.8078	1	56	9	2	0.0953	2016	2	0.0953
166	weyrich a. (2016)	"<table><tr><td>Authors:</td><td>weyrich a.; benz s.; karl s.; jeschek m.; jewgenow k.; fickel j.</td></tr><tr><td>Title:</td><td>paternal heat exposure causes dna methylation and gene expression changes of stat3 in wild guinea pig sons</td></tr><tr><td>Source:</td><td>ecology and evolution, 6(9), 2657-2666</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1002/ece3.1993	-0.5885	-0.1746	1	156	29	8	0.3814	2016	8	0.3814
167	wu l. (2016)	"<table><tr><td>Authors:</td><td>wu l.; lu y.; jiao y.; liu b.; li s.; li y.; xing f.; chen d.; liu x.; zhao j.; xiong x.; gu y.; lu j.; chen x.; li x.</td></tr><tr><td>Title:</td><td>paternal psychological stress reprograms hepatic gluconeogenesis in offspring</td></tr><tr><td>Source:</td><td>cell metabolism, 23(4), 735-743</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.cmet.2016.01.014	-0.2703	-0.6028	1	155	14	28	1.3348	2016	28	1.3348
168	weyrich a. (2016a)	"<table><tr><td>Authors:</td><td>weyrich a.; lenz d.; jeschek m.; chung t.h.; rübensam k.; göritz f.; jewgenow k.; fickel j.</td></tr><tr><td>Title:</td><td>paternal intergenerational epigenetic response to heat exposure in male wild guinea pigs</td></tr><tr><td>Source:</td><td>molecular ecology, 25(8), 1729-1740</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1111/mec.13494	-0.5059	-0.2957	1	181	32	18	0.8581	2016	18	0.8581
169	bonilla m.m. (2016)	"<table><tr><td>Authors:</td><td>bonilla m.m.; zeh j.a.; zeh d.w.</td></tr><tr><td>Title:</td><td>an epigenetic resolution of the lek paradox</td></tr><tr><td>Source:</td><td>bioessays, 38(4), 355-366</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1002/bies.201500176	-0.4009	-0.2451	1	175	72	7	0.3337	2016	7	0.3337
170	gapp k. (2016a)	"<table><tr><td>Authors:</td><td>gapp k.; miska e.a.</td></tr><tr><td>Title:</td><td>trna fragments: novel players in intergenerational inheritance</td></tr><tr><td>Source:</td><td>cell research, 26(4), 395-396</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1038/cr.2016.24	-0.3673	-0.6813	1	117	11	11	0.5244	2016	11	0.5244
171	e silva p.v. (2016)	"<table><tr><td>Authors:</td><td>e silva p.v.; da silva r.f.; borges c.d.s.; cavariani m.m.; de almeida francia c.c.d.; júnior f.b.; de grava kempinas w.</td></tr><tr><td>Title:</td><td>sexual differentiation and reproductive development of female rat offspring after paternal exposure to the anti-tumor pharmaceutical cisplatin</td></tr><tr><td>Source:</td><td>reproductive toxicology, 60, 112-122</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.reprotox.2016.02.005	0.504	-0.5475	2	19	24	3	0.143	2016	3	0.143
172	murashov a.k. (2016)	"<table><tr><td>Authors:</td><td>murashov a.k.; pak e.s.; koury m.; ajmera a.; jeyakumar m.; parker m.; williams o.; ding j.; walters d.; neufer p.d.</td></tr><tr><td>Title:</td><td>paternal long-term exercise programs offspring for low energy expenditure and increased risk for obesity in mice</td></tr><tr><td>Source:</td><td>faseb journal, 30(2), 775-784</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1096/fj.15-274274	-0.0815	-0.4021	1	172	26	27	1.2871	2016	27	1.2871
173	cordero m.i. (2016)	"<table><tr><td>Authors:</td><td>cordero m.i.; just n.; poirier g.l.; sandi c.</td></tr><tr><td>Title:</td><td>effects of paternal and peripubertal stress on aggression, anxiety, and metabolic alterations in the lateral septum</td></tr><tr><td>Source:</td><td>european neuropsychopharmacology, 26(2), 357-367</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.euroneuro.2015.11.017	-0.5707	0.1988	1	49	4	10	0.4767	2016	10	0.4767
174	govic a. (2016)	"<table><tr><td>Authors:</td><td>govic a.; penman j.; tammer a.h.; paolini a.g.</td></tr><tr><td>Title:</td><td>paternal calorie restriction prior to conception alters anxiety-like behavior of the adult rat progeny</td></tr><tr><td>Source:</td><td>psychoneuroendocrinology, 64, 1-11</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.psyneuen.2015.10.020	-0.4812	-0.4454	1	174	22	5	0.2384	2016	5	0.2384
175	dean a. (2016)	"<table><tr><td>Authors:</td><td>dean a.; van den driesche s.; wang y.; mckinnell c.; macpherson s.; eddie s.l.; kinnell h.; hurtado-gonzalez p.; chambers t.j.; stevenson k.; wolfinger e.; hrabalkova l.; calarrao a.; bayne r.a.; hagen c.p.; mitchell r.t.; anderson r.a.; sharpe r.m.</td></tr><tr><td>Title:</td><td>analgesic exposure in pregnant rats affects fetal germ cell development with inter-generational reproductive consequences</td></tr><tr><td>Source:</td><td>scientific reports, 6</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1038/srep19789	-0.002	-0.6991	1	41	12	20	0.9534	2016	20	0.9534
176	chen q. (2016)	"<table><tr><td>Authors:</td><td>chen q.; yan m.; cao z.; li x.; zhang y.; shi j.; feng g.-h.; peng h.; zhang x.; zhang y.; qian j.; duan e.; zhai q.; zhou q.</td></tr><tr><td>Title:</td><td>sperm tsrnas contribute to intergenerational inheritance of an acquired metabolic disorder</td></tr><tr><td>Source:</td><td>science, 351(6271), 397-400</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1126/science.aad7977	-0.438	-0.4989	1	164	22	292	13.9198	2016	292	13.9198
177	korgan a.c. (2016)	"<table><tr><td>Authors:</td><td>korgan a.c.; o’leary e.; bauer j.; fortier a.; weaver i.c.g.; perrot t.s.</td></tr><tr><td>Title:</td><td>effects of paternal predation risk and rearing environment on maternal investment and development of defensive responses in the offspring</td></tr><tr><td>Source:</td><td>eneuro, 3(6)</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1523/eneuro.0231-16.2016	-0.2748	-0.0992	1	181	36	5	0.2384	2016	5	0.2384
178	bayoumy m.h. (2016)	"<table><tr><td>Authors:</td><td>bayoumy m.h.; abou-elnaga a.m.; ghanim a.a.; mashhoot g.a.</td></tr><tr><td>Title:</td><td>egg cannibalism potential benefits for adult reproductive performance and offspring fitness of coccinella undecimpunctata l. (coleoptera: coccinellidae)</td></tr><tr><td>Source:</td><td>egyptian journal of biological pest control, 26(1), 35-42</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"		-1.4474	-0.0593	3	5	4	3	0.143	2016	3	0.143
179	woestmann l. (2016)	"<table><tr><td>Authors:</td><td>woestmann l.; saastamoinen m.</td></tr><tr><td>Title:</td><td>the importance of trans-generational effects in lepidoptera</td></tr><tr><td>Source:</td><td>current zoology, 62(5), 489-499</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1093/cz/zow029	-0.8333	0.1953	3	93	44	6	0.286	2016	6	0.286
180	short a.k. (2016)	"<table><tr><td>Authors:</td><td>short a.k.; fennell k.a.; perreau v.m.; fox a.; o'bryan m.k.; kim j.h.; bredy t.w.; pang t.y.; hannan a.j.</td></tr><tr><td>Title:</td><td>elevated paternal glucocorticoid exposure alters the small noncoding rna profile in sperm and modifies anxiety and depressive phenotypes in the offspring</td></tr><tr><td>Source:</td><td>translational psychiatry, 6(6)</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1038/tp.2016.109	-0.4547	-0.0239	1	170	43	41	1.9545	2016	41	1.9545
181	yan m. (2016)	"<table><tr><td>Authors:</td><td>yan m.; zhai q.</td></tr><tr><td>Title:</td><td>sperm tsrnas and acquired metabolic disorders</td></tr><tr><td>Source:</td><td>journal of endocrinology, 230(3), f13-f18</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1530/joe-16-0185	-0.1463	-0.5299	1	153	18	6	0.286	2016	6	0.286
182	li j. (2016)	"<table><tr><td>Authors:</td><td>li j.; tsuprykov o.; yang x.; hocher b.</td></tr><tr><td>Title:</td><td>paternal programming of offspring cardiometabolic diseases in later life</td></tr><tr><td>Source:</td><td>journal of hypertension, 34(11), 2111-2126</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1097/hjh.0000000000001051	0.1362	-0.2024	1	210	86.9048	26	1.2394	2016	26	1.2394
183	day j. (2016)	"<table><tr><td>Authors:</td><td>day j.; savani s.; krempley b.d.; nguyen m.; kitlinska j.b.</td></tr><tr><td>Title:</td><td>influence of paternal preconception exposures on their offspring: through epigenetics to phenotype</td></tr><tr><td>Source:</td><td>american journal of stem cells, 5(1), 11-18</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"		0.0303	0.1086	1	176	39.875	40	1.9068	2016	40	1.9068
184	al-juboori b. (2016)	"<table><tr><td>Authors:</td><td>al-juboori b.; hamdan f.; al-salihi a.</td></tr><tr><td>Title:</td><td>paternal exposure to low-dose lead acetate: effect on implantation rate, pregnancy outcome, and sex ratio in mice</td></tr><tr><td>Source:</td><td>turkish journal of medical sciences, 46(3), 936-941</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.3906/sag-1412-62	1.1356	-0.0638	2	13	11	0	0	2016	0	0
185	sarkar d.k. (2016)	"<table><tr><td>Authors:</td><td>sarkar d.k.</td></tr><tr><td>Title:</td><td>male germline transmits fetal alcohol epigenetic marks for multiple generations: a review</td></tr><tr><td>Source:</td><td>addiction biology, 21(1), 23-34</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1111/adb.12186	0.0468	-0.2803	1	174	53	17	0.8104	2016	17	0.8104
186	cortes j.e. (2015)	"<table><tr><td>Authors:</td><td>cortes j.e.; abruzzese e.; chelysheva e.; guha m.; wallis n.; apperley j.f.</td></tr><tr><td>Title:</td><td>the impact of dasatinib on pregnancy outcomes</td></tr><tr><td>Source:</td><td>american journal of hematology, 90(12), 1111-1115</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1002/ajh.24186	1.3406	0.8483	2	2	1	33	1.182	2015	33	1.182
187	lombó m. (2015)	"<table><tr><td>Authors:</td><td>lombó m.; fernández-díez c.; gonzález-rojo s.; navarro c.; robles v.; herráez m.p.</td></tr><tr><td>Title:</td><td>transgenerational inheritance of heart disorders caused by paternal bisphenol a exposure</td></tr><tr><td>Source:</td><td>environmental pollution, 206, 667-678</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.envpol.2015.08.016	0.0705	-0.0715	1	63	26	33	1.182	2015	33	1.182
188	stuppia l. (2015)	"<table><tr><td>Authors:</td><td>stuppia l.; franzago m.; ballerini p.; gatta v.; antonucci i.</td></tr><tr><td>Title:</td><td>epigenetics and male reproduction: the consequences of paternal lifestyle on fertility, embryo development, and children lifetime health</td></tr><tr><td>Source:</td><td>clinical epigenetics, 7(1)</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1186/s13148-015-0155-4	0.1673	-0.0942	1	193	97	66	2.364	2015	66	2.364
189	mao z. (2015)	"<table><tr><td>Authors:</td><td>mao z.; xia w.; chang h.; huo w.; li y.; xu s.</td></tr><tr><td>Title:</td><td>paternal bpa exposure in early life alters igf2 epigenetic status in sperm and induces pancreatic impairment in rat offspring</td></tr><tr><td>Source:</td><td>toxicology letters, 238(3), 30-38</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.toxlet.2015.08.009	-0.0379	-0.1238	1	167	20	23	0.8238	2015	23	0.8238
190	campbell j.m. (2015)	"<table><tr><td>Authors:</td><td>campbell j.m.; lane m.; owens j.a.; bakos h.w.</td></tr><tr><td>Title:</td><td>paternal obesity negatively affects male fertility and assisted reproduction outcomes: a systematic review and meta-analysis</td></tr><tr><td>Source:</td><td>reproductive biomedicine online, 31(5), 593-604</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.rbmo.2015.07.012	0.2371	-0.5762	1	75	33	73	2.6147	2015	73	2.6147
191	liang f. (2015)	"<table><tr><td>Authors:</td><td>liang f.; diao l.; jiang n.; zhang j.; wang h.-j.; zhou w.-h.; huang g.-y.; ma d.</td></tr><tr><td>Title:</td><td>chronic exposure to ethanol in male mice may be associated with hearing loss in offspring</td></tr><tr><td>Source:</td><td>asian journal of andrology, 17(6), 985-990</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.4103/1008-682x.160267	0.2319	0.1617	1	104	16	6	0.2149	2015	6	0.2149
192	murphy k.e. (2015)	"<table><tr><td>Authors:</td><td>murphy k.e.; jenkins t.g.; carrell d.t.</td></tr><tr><td>Title:</td><td>how the father might epigenetically program the risk for developmental origins of health and disease effects in his offspring</td></tr><tr><td>Source:</td><td>the epigenome and developmental origins of health and disease, 361-375</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/b978-0-12-801383-0.00018-9	0.1082	-0.1225	1	196	102	2	0.0716	2015	2	0.0716
193	kolasa-wolosiuk a. (2015)	"<table><tr><td>Authors:</td><td>kolasa-wolosiuk a.; misiakiewicz-has k.; baranowska-bosiacka i.; gutowska i.; wiszniewska b.</td></tr><tr><td>Title:</td><td>androgen levels and apoptosis in the testis during postnatal development of finasteride-treated male rat offspring</td></tr><tr><td>Source:</td><td>folia histochemica et cytobiologica, 53(3), 236-248</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.5603/fhc.a2015.0025	0.5202	0.2478	2	25	11	7	0.2507	2015	7	0.2507
194	mcpherson n.o. (2015)	"<table><tr><td>Authors:</td><td>mcpherson n.o.; bell v.g.; zander-fox d.l.; fullston t.; wu l.l.; robker r.l.; lane m.</td></tr><tr><td>Title:</td><td>when two obese parents are worse than one! impacts on embryo and fetal development</td></tr><tr><td>Source:</td><td>american journal of physiology - endocrinology and metabolism, 309(6), e568-e581</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1152/ajpendo.00230.2015	-0.3408	-0.594	1	136	47	24	0.8596	2015	24	0.8596
195	li j. (2015)	"<table><tr><td>Authors:</td><td>li j.; na l.; ma h.; zhang z.; li t.; lin l.; li q.; sun c.; li y.</td></tr><tr><td>Title:</td><td>multigenerational effects of parental prenatal exposure to famine on adult offspring cognitive function</td></tr><tr><td>Source:</td><td>scientific reports, 5</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1038/srep13792	0.1711	-0.3921	1	48	14	11	0.394	2015	11	0.394
196	rodgers a.b. (2015)	"<table><tr><td>Authors:</td><td>rodgers a.b.; bale t.l.</td></tr><tr><td>Title:</td><td>germ cell origins of posttraumatic stress disorder risk: the transgenerational impact of parental stress experience</td></tr><tr><td>Source:</td><td>biological psychiatry, 78(5), 307-314</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.biopsych.2015.03.018	-0.0199	-0.2775	1	198	78	31	1.1104	2015	31	1.1104
197	harker a. (2015)	"<table><tr><td>Authors:</td><td>harker a.; raza s.; williamson k.; kolb b.; gibb r.</td></tr><tr><td>Title:</td><td>preconception paternal stress in rats alters dendritic morphology and connectivity in the brain of developing male and female offspring</td></tr><tr><td>Source:</td><td>neuroscience, 303, 200-210</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.neuroscience.2015.06.058	-0.2539	-0.5175	1	131	25	15	0.5373	2015	15	0.5373
